Prefix,Number,Course Title,Section,CRN,Semester,UID,Name,Registration,Date,Midterm,Final,Grade Mode,Credits,Final Grade Entered,Passing,Passing Override
TPA,2290,Technical Theatre Practicum 1,,,,U00000019,Student 19,,,,S,S,1,Y,c,
TPP,4193,Rehearsal and Performance Practicum 2,,,,U00000019,Student 19,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000019,Student 19,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000020,Student 20,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000020,Student 20,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000020,Student 20,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000021,Student 21,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000021,Student 21,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000021,Student 21,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000021,Student 21,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000022,Student 22,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000022,Student 22,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000022,Student 22,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000023,Student 23,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000023,Student 23,,,,S,S,1,Y,c,
TPP,4193,Rehearsal and Performance Practicum 2,,,,U00000023,Student 23,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000024,Student 24,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000024,Student 24,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000025,Student 25,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000025,Student 25,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000026,Student 26,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000026,Student 26,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000027,Student 27,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000027,Student 27,,,,S,S,1,Y,c,
TPP,4193,Rehearsal and Performance Practicum 2,,,,U00000027,Student 27,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000028,Student 28,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000028,Student 28,,,,S,S,1,Y,c,
TPP,4193,Rehearsal and Performance Practicum 2,,,,U00000028,Student 28,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000029,Student 29,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000029,Student 29,,,,S,S,1,Y,c,
TPP,4193,Rehearsal and Performance Practicum 2,,,,U00000029,Student 29,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000029,Student 29,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000030,Student 30,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000030,Student 30,,,,S,S,1,Y,c,
TPP,4193,Rehearsal and Performance Practicum 2,,,,U00000030,Student 30,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000031,Student 31,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000031,Student 31,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000032,Student 32,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000032,Student 32,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000036,Student 36,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000036,Student 36,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000038,Student 38,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000038,Student 38,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000038,Student 38,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000038,Student 38,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000043,Student 43,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000043,Student 43,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000043,Student 43,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000044,Student 44,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000044,Student 44,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000044,Student 44,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000044,Student 44,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000045,Student 45,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000045,Student 45,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000047,Student 47,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000047,Student 47,,,,S,S,1,Y,c,
TPP,4193,Rehearsal and Performance Practicum 2,,,,U00000047,Student 47,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000048,Student 48,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000048,Student 48,,,,S,S,1,Y,c,
TPP,4193,Rehearsal and Performance Practicum 2,,,,U00000048,Student 48,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000048,Student 48,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000049,Student 49,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000049,Student 49,,,,S,S,1,Y,c,
TPP,4193,Rehearsal and Performance Practicum 2,,,,U00000049,Student 49,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000049,Student 49,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000050,Student 50,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000050,Student 50,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000050,Student 50,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000051,Student 51,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000051,Student 51,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000051,Student 51,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000051,Student 51,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000052,Student 52,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000052,Student 52,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000052,Student 52,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000052,Student 52,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000053,Student 53,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000053,Student 53,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000054,Student 54,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000054,Student 54,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000054,Student 54,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000054,Student 54,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000055,Student 55,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000055,Student 55,,,,S,S,1,Y,c,
TPP,4193,Rehearsal and Performance Practicum 2,,,,U00000055,Student 55,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000055,Student 55,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000056,Student 56,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000056,Student 56,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000058,Student 58,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000058,Student 58,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000058,Student 58,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000058,Student 58,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000059,Student 59,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000059,Student 59,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000060,Student 60,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000060,Student 60,,,,S,S,1,Y,c,
TPP,4193,Rehearsal and Performance Practicum 2,,,,U00000060,Student 60,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000060,Student 60,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000061,Student 61,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000061,Student 61,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000062,Student 62,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000062,Student 62,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000063,Student 63,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000063,Student 63,,,,S,S,1,Y,c,
TPP,4193,Rehearsal and Performance Practicum 2,,,,U00000063,Student 63,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000063,Student 63,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000064,Student 64,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000064,Student 64,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000064,Student 64,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000064,Student 64,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000065,Student 65,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000065,Student 65,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000066,Student 66,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000066,Student 66,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000067,Student 67,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000067,Student 67,,,,S,S,1,Y,c,
TPP,4193,Rehearsal and Performance Practicum 2,,,,U00000067,Student 67,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000068,Student 68,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000068,Student 68,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000068,Student 68,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000068,Student 68,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000070,Student 70,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000070,Student 70,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000070,Student 70,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000070,Student 70,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000071,Student 71,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000071,Student 71,,,,S,S,1,Y,c,
TPP,4193,Rehearsal and Performance Practicum 2,,,,U00000071,Student 71,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000071,Student 71,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000072,Student 72,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000072,Student 72,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000072,Student 72,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000073,Student 73,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000073,Student 73,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000074,Student 74,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000074,Student 74,,,,S,S,1,Y,c,
TPP,4193,Rehearsal and Performance Practicum 2,,,,U00000074,Student 74,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000074,Student 74,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000075,Student 75,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000075,Student 75,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000075,Student 75,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000077,Student 77,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000077,Student 77,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000077,Student 77,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000080,Student 80,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000080,Student 80,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000080,Student 80,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000080,Student 80,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000081,Student 81,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000081,Student 81,,,,,S,1,N,ip,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000082,Student 82,,,,,S,1,N,ip,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000083,Student 83,,,,,S,1,N,ip,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000084,Student 84,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000085,Student 85,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000085,Student 85,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000085,Student 85,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000085,Student 85,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000086,Student 86,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000086,Student 86,,,,S,S,1,Y,c,
TPP,4193,Rehearsal and Performance Practicum 2,,,,U00000086,Student 86,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000086,Student 86,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000087,Student 87,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000087,Student 87,,,,S,S,1,Y,c,
TPP,4193,Rehearsal and Performance Practicum 2,,,,U00000087,Student 87,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000087,Student 87,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000088,Student 88,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000088,Student 88,,,,,S,1,N,ip,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000089,Student 89,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000090,Student 90,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000090,Student 90,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000091,Student 91,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000091,Student 91,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000091,Student 91,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000091,Student 91,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000093,Student 93,,,,S,S,1,Y,c,
TPP,2190,Rehearsal and Performance Practicum 1,,,,U00000093,Student 93,,,,,S,1,N,ip,
TPA,2290,Technical Theatre Practicum 1,,,,U00000094,Student 94,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000094,Student 94,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000094,Student 94,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000094,Student 94,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000096,Student 96,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000096,Student 96,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000096,Student 96,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000096,Student 96,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000100,Student 100,,,,S,S,1,Y,c,
TPA,2290,Technical Theatre Practicum 1,,,,U00000100,Student 100,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000100,Student 100,,,,S,S,1,Y,c,
TPA,4293,Technical Theatre Practicum 2,,,,U00000100,Student 100,,,,,S,1,N,ip,
