Prefix,Number,Course Title,Section,CRN,Semester,UID,Name,Registration,Date,Midterm,Final,Grade Mode,Credits,Final Grade Entered,Passing,Passing Override
TPA,3007C,Introduction to Entertainment Design,,,,U00000008,Student 8,,,,A,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000009,Student 9,,,,A,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000009,Student 9,,,,A,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000009,Student 9,,,,A+,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000010,Student 10,,,,A+,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000010,Student 10,,,,B+,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000010,Student 10,,,,A+,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000011,Student 11,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000011,Student 11,,,,,R,1,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000012,Student 12,,,,B+,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000012,Student 12,,,,A+,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000012,Student 12,,,,A,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000013,Student 13,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000013,Student 13,,,,,R,1,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000015,Student 15,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000015,Student 15,,,,,R,1,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000016,Student 16,,,,B,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000016,Student 16,,,,B,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000016,Student 16,,,,A+,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000017,Student 17,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000017,Student 17,,,,,R,1,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000018,Student 18,,,,B+,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000018,Student 18,,,,A,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000018,Student 18,,,,A,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000019,Student 19,,,,B+,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000019,Student 19,,,,A-,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000019,Student 19,,,,A+,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000020,Student 20,,,,A,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000020,Student 20,,,,A,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000020,Student 20,,,,C+,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000021,Student 21,,,,A+,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000021,Student 21,,,,B-,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000021,Student 21,,,,A+,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000022,Student 22,,,,A-,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000022,Student 22,,,,B+,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000022,Student 22,,,,B-,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000023,Student 23,,,,C+,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000023,Student 23,,,,B,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000023,Student 23,,,,B,R,3,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000024,Student 24,,,,,R,3,N,ip,
TPA,3007C,Introduction to Entertainment Design,,,,U00000025,Student 25,,,,,R,3,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000026,Student 26,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000026,Student 26,,,,,R,1,N,ip,
TPA,3007C,Introduction to Entertainment Design,,,,U00000026,Student 26,,,,,R,3,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000027,Student 27,,,,B,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000027,Student 27,,,,B+,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000027,Student 27,,,,B+,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000028,Student 28,,,,A,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000028,Student 28,,,,A,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000028,Student 28,,,,B,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000029,Student 29,,,,B-,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000029,Student 29,,,,A+,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000029,Student 29,,,,A-,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000030,Student 30,,,,B-,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000030,Student 30,,,,A,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000030,Student 30,,,,B,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000031,Student 31,,,,A,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000031,Student 31,,,,A+,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000031,Student 31,,,,A,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000032,Student 32,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000032,Student 32,,,,,R,1,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000033,Student 33,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000033,Student 33,,,,,R,1,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000034,Student 34,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000034,Student 34,,,,,R,1,N,ip,
TPA,3007C,Introduction to Entertainment Design,,,,U00000035,Student 35,,,,,R,3,N,ip,
TPA,3007C,Introduction to Entertainment Design,,,,U00000036,Student 36,,,,B-,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000037,Student 37,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000037,Student 37,,,,,R,1,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000038,Student 38,,,,B,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000038,Student 38,,,,B-,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000038,Student 38,,,,B-,R,3,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000039,Student 39,,,,,R,3,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000040,Student 40,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000040,Student 40,,,,,R,1,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000041,Student 41,,,,B-,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000041,Student 41,,,,C+,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000041,Student 41,,,,B-,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000043,Student 43,,,,A-,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000043,Student 43,,,,C+,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000043,Student 43,,,,A+,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000044,Student 44,,,,A-,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000044,Student 44,,,,C+,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000044,Student 44,,,,A,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000045,Student 45,,,,B,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000045,Student 45,,,,B,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000045,Student 45,,,,,R,3,N,ip,
TPA,3007C,Introduction to Entertainment Design,,,,U00000046,Student 46,,,,,R,3,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000047,Student 47,,,,A+,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000047,Student 47,,,,B,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000047,Student 47,,,,C+,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000048,Student 48,,,,B+,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000048,Student 48,,,,B+,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000048,Student 48,,,,A,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000049,Student 49,,,,B+,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000049,Student 49,,,,C+,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000049,Student 49,,,,B,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000050,Student 50,,,,A+,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000050,Student 50,,,,B-,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000050,Student 50,,,,A-,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000051,Student 51,,,,A,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000051,Student 51,,,,A-,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000051,Student 51,,,,A,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000052,Student 52,,,,B,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000052,Student 52,,,,A,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000052,Student 52,,,,B+,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000053,Student 53,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000053,Student 53,,,,,R,1,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000054,Student 54,,,,A-,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000054,Student 54,,,,B,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000054,Student 54,,,,A,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000055,Student 55,,,,B,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000055,Student 55,,,,B+,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000055,Student 55,,,,B+,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000056,Student 56,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000056,Student 56,,,,,R,1,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000057,Student 57,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000057,Student 57,,,,,R,1,N,ip,
TPA,3007C,Introduction to Entertainment Design,,,,U00000057,Student 57,,,,,R,3,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000058,Student 58,,,,B,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000058,Student 58,,,,A-,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000058,Student 58,,,,B-,R,3,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000059,Student 59,,,,A,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000060,Student 60,,,,C+,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000060,Student 60,,,,A+,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000060,Student 60,,,,A,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000061,Student 61,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000061,Student 61,,,,,R,1,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000062,Student 62,,,,B-,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000062,Student 62,,,,A-,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000062,Student 62,,,,,R,3,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000063,Student 63,,,,B-,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000063,Student 63,,,,B-,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000063,Student 63,,,,A,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000064,Student 64,,,,B,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000064,Student 64,,,,A-,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000064,Student 64,,,,A+,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000065,Student 65,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000065,Student 65,,,,,R,1,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000066,Student 66,,,,A-,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000066,Student 66,,,,A-,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000066,Student 66,,,,A-,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000067,Student 67,,,,B-,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000067,Student 67,,,,B,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000067,Student 67,,,,C+,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000068,Student 68,,,,B-,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000068,Student 68,,,,B,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000068,Student 68,,,,C+,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000070,Student 70,,,,A+,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000070,Student 70,,,,A+,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000070,Student 70,,,,B-,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000071,Student 71,,,,B-,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000071,Student 71,,,,A-,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000071,Student 71,,,,A-,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000072,Student 72,,,,A,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000072,Student 72,,,,B-,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000072,Student 72,,,,A+,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000073,Student 73,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000073,Student 73,,,,,R,1,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000074,Student 74,,,,C+,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000074,Student 74,,,,A,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000074,Student 74,,,,C+,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000075,Student 75,,,,A-,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000075,Student 75,,,,B,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000075,Student 75,,,,C+,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000077,Student 77,,,,A+,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000077,Student 77,,,,A+,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000077,Student 77,,,,B+,R,3,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000078,Student 78,,,,,R,3,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000079,Student 79,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000079,Student 79,,,,,R,1,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000080,Student 80,,,,A-,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000080,Student 80,,,,A-,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000080,Student 80,,,,C+,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000081,Student 81,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000081,Student 81,,,,,R,1,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000082,Student 82,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000082,Student 82,,,,,R,1,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000083,Student 83,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000083,Student 83,,,,,R,1,N,ip,
TPA,3007C,Introduction to Entertainment Design,,,,U00000084,Student 84,,,,,R,3,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000085,Student 85,,,,A,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000085,Student 85,,,,B-,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000085,Student 85,,,,A+,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000086,Student 86,,,,B-,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000086,Student 86,,,,B,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000086,Student 86,,,,C+,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000087,Student 87,,,,B,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000087,Student 87,,,,A,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000087,Student 87,,,,A,R,3,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000088,Student 88,,,,B,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000089,Student 89,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000089,Student 89,,,,,R,1,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000090,Student 90,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000090,Student 90,,,,,R,1,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000091,Student 91,,,,A-,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000091,Student 91,,,,A,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000091,Student 91,,,,B-,R,3,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000092,Student 92,,,,A,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000093,Student 93,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000093,Student 93,,,,,R,1,N,ip,
TPA,3007C,Introduction to Entertainment Design,,,,U00000093,Student 93,,,,A-,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000094,Student 94,,,,C+,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000094,Student 94,,,,B,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000094,Student 94,,,,B,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000095,Student 95,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000095,Student 95,,,,,R,1,N,ip,
TPA,3007C,Introduction to Entertainment Design,,,,U00000095,Student 95,,,,,R,3,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000096,Student 96,,,,B-,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000096,Student 96,,,,A,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000096,Student 96,,,,B,R,3,Y,c,
TPA,2200,Introduction to Technical Theatre,,,,U00000097,Student 97,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000097,Student 97,,,,,R,1,N,ip,
TPA,3007C,Introduction to Entertainment Design,,,,U00000098,Student 98,,,,,R,3,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000099,Student 99,,,,,R,3,N,ip,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000099,Student 99,,,,,R,1,N,ip,
TPA,2200,Introduction to Technical Theatre,,,,U00000100,Student 100,,,,B,R,3,Y,c,
TPA,2200L,Intro to Technical Theatre Lab,,,,U00000100,Student 100,,,,B-,R,1,Y,c,
TPA,3007C,Introduction to Entertainment Design,,,,U00000100,Student 100,,,,A-,R,3,Y,c,
